source,reference,groq_bleu,groq_meteor,groq_comet
if the procedure laid down in Article 56 has not been complied with.,wenn das Verfahren des Artikels 56 nicht eingehalten wurde.,0.007097712062022412,0.1756109851347947,-1.9701539278030396
take samples for examination and analysis;,zur Prüfung und Analyse Proben zu nehmen;,7.73541519580294e-156,0.041150442477876116,-1.945297360420227
This Regulation aligns the procedural rules in the transport sector with the general rules of procedure in all sectors.,Die Verfahrensvorschriften im Verkehrssektor werden durch diese Verordnung den allgemeinen für alle Wirtschaftszweige geltenden Verfahrensvorschriften angepasst.,1.8843395261379983e-79,0.09816903337747135,-1.714766025543213
Government grants are assistance by government in the form of transfers of resources to an enterprise in return for past or future compliance with certain conditions relating to the operating activities of the enterprise.,"Zuwendungen der öffentlichen Hand sind Beihilfen der öffentlichen Hand, die an ein Unternehmen durch Übertragung von Mitteln gewährt werden und die zum Ausgleich für die vergangene oder künftige Erfuellung bestimmter Bedingungen im Zusammenhang mit der betrieblichen Tätigkeit des Unternehmens dienen.",2.8353522683856287e-79,0.13582486985404493,-1.6995322704315186
"exchange differences arising on the translation of the financial statements of a foreign entity (see IAS 21, the effects of changes in foreign exchange rates);","Währungsdifferenzen infolge einer Umrechnung des Abschlusses einer wirtschaftlich selbständigen ausländischen Einheit (siehe IAS 21, Auswirkungen von Änderungen der Wechselkurse);",0.008019389499244085,0.1447876447876448,-1.501285433769226
The director shall prepare the activities of the Administrative Board.,Der Direktor bereitet die Arbeit des Verwaltungsrats vor;,2.0596814690024404e-79,0.06197512919896641,-1.7695024013519287
"Implementing measures, including adjustment and updating measures to take account of economic and technical changes, shall be laid down in accordance with the procedure referred to in Article 9(2), taking into consideration Member States' resources and the burden on respondents, technical and methodological feasibility and reliability of results.","Die Durchführungsmaßnahmen, einschließlich der durch wirtschaftlichen und technischen Wandel bedingten Anpassungs- und Aktualisierungsmaßnahmen, werden nach dem in Artikel 9 Absatz 2 genannten Verfahren unter Berücksichtigung der in den Mitgliedstaaten verfügbaren Ressourcen und des Aufwands für die Befragten, der technischen und methodischen Realisierbarkeit sowie der Zuverlässigkeit der Ergebnisse festgelegt.",0.02493709328246019,0.29633101592285266,-1.6854946613311768
Whereas care should be taken that fresh meat which does not comply with Community rules should not be given the health mark provided for in those rules;,"Es sollte dafür Sorge getragen werden, daß der Gemeinschaftsregelung nicht entsprechendes frisches Fleisch nicht mit der in dieser Regelung vorgesehenen Kennzeichnung der Genusstauglichkeit versehen wird.",1.3295121262423776e-155,0.10389967617309112,-1.7187116146087646
"In this respect, the Commission has focused on imports of the product concerned in the most recent period for which data were available.","Hierbei konzentrierte sie sich auf die Einfuhren der betroffenen Ware in dem jüngsten Zeitraum, für den Angaben vorlagen.",0.00387361434207107,0.06802678040322481,-1.7301679849624634
"The payment period referred to in paragraph 1 shall be thirty calendar days for payments relating to service or supply contracts, save where the contract provides otherwise.","Bei öffentlichen Waren- und Dienstleistungsverträgen beträgt die Zahlungsfrist 30 Kalendertage, es sei denn, der betreffende Vertrag sieht etwas anderes vor.",0.005441136503109777,0.099566193664966,-1.6520220041275024
"if such an internally reported lower-level segment meets the definition of business segment or geographical segment based on the factors in paragraph 9, the criteria in paragraphs 34 and 35 for identifying reportable segments should be applied to that segment.","wenn ein solches, intern dargestelltes Segment einer niedrigeren Ebene die Definition des Geschäftsegmentes oder des geografischen Segments auf Grundlage der Kriterien in Paragraph 9 erfuellt, sind die Kriterien der Paragraphen 34 und 35 zur Bestimmung der berichtspflichtigen Segmente auf dieses Segment anzuwenden.",0.006940289706242858,0.20030598368087038,-1.7253570556640625
It is necessary that action be taken as soon as the presence of the foot-and-mouth disease is suspected so that immediate and effective control measures can be implemented once its presence is confirmed.,"Bei aufkommendem Seuchenverdacht muss sofort gehandelt werden, damit unmittelbar nach Bestätigung des Ausbruchs wirksame Bekämpfungsmaßnahmen eingeleitet werden können.",1.044842954963884e-155,0.04512563613231553,-1.9704549312591553
All other expenses (overhead costs or overheads) which may arise in connection with the project and which are not specifically identified in the preceding categories shall be covered by a lump sum amounting to 30 % of the allowable staff costs as referred to in point 3.6.2.,"Alle sonstigen Ausgaben (Gemeinkosten), die in Zusammenhang mit dem Projekt entstehen können und in den obigen Kategorien nicht ausdrücklich ausgewiesen sind, werden durch einen Pauschalbetrag in Höhe von 30 % der in Abschnitt 3.6.2 genannten erstattungsfähigen Personalkosten abgedeckt.",0.011114750953089402,0.19267441860465123,-1.6394535303115845
Information about the actual usage of the card (requirement 212).,Information über die aktuelle Benutzung der Karte (Randnummer 212).,4.102541253917608e-79,0.15202245670995673,-1.6046745777130127
Containers for unhealthy meat unfit for human consumption and for offal shall be emptied after use and cleansed and disinfected each time they are emptied.,Die Behältnisse für untaugliches und vom Genuß für Menschen ausgeschlossenes Geflügelfleisch sowie für Abfälle sind nach Bedarf zu entleeren und nach jeder Entleerung zu reinigen und zu desinfizieren.,6.881979642110056e-232,0.0640113798008535,-1.6970387697219849
"Where a Member State or the Commission within 30 days of publication raises an objection to an item included in a notified list, the Commission shall take measures, in accordance with the procedure referred to in Article 6(3), to remedy the situation.","Erhebt ein Mitgliedstaat oder die Kommission innerhalb von 30 Tagen nach der Veröffentlichung Einwände gegen einen Begriff, der in die mitgeteilte Liste aufgenommen wurde, so ergreift die Kommission gemäß dem in Artikel 6 Absatz 3 genannten Verfahren Maßnahmen, um Abhilfe zu schaffen.",0.018043368207048615,0.23712959844917325,-1.6180946826934814
"Adjustments to depreciation and amortisation, impairment charges, and other amounts, determined under paragraphs 5 and 6 of this interpretation, should be included in net profit or loss in the respective classification of income or expense presented on the face of the income statement.","Die nach Paragraphen 5 und 6 dieser Interpretation ermittelten Anpassungen der planmäßigen Abschreibungen, Wertminderungsaufwendungen und anderer Beträge sind unter den jeweiligen in der Gewinn- und Verlustrechnung ausgewiesenen Aufwands- oder Ertragsposten in das Periodenergebnis einzubeziehen.",0.007178120378481619,0.1564111101563843,-1.6670314073562622
The financial framework for the implementation of this programme for the period 2004 to 2006 shall be EUR 18 million.,Der Finanzrahmen für die Durchführung dieses Programms beläuft sich für den Zeitraum 2004 bis 2006 auf 18 Mio. EUR.,0.004947302835037797,0.13020833333333334,-1.6469266414642334
Vehicles equipped with an overdrive-which can be actuated by the driver shall be tested with the overdrive out of action.,Fahrzeuge mit vom Fahrer einschaltbarem Schnellganggetriebe (overdrive) sind mit ausgeschaltetem Schnellganggetriebe zu prüfen.,1.077991201056807e-155,0.08473333333333334,-1.6688300371170044
NAME OF THE MANUFACTURER.,Name des Herstellers,2.7777199277130615e-79,0.09498207885304662,-2.091695547103882
'passenger-km' means the unit of measure representing the transport of one passenger by rail over a distance of one kilometre.,'Personenkilometer' die Maßeinheit für die Beförderung eines Fahrgastes mit der Eisenbahn über eine Entfernung von einem Kilometer.,3.8125808944169887e-79,0.13804335457441969,-1.6041918992996216
Information and public relations measures.,Informationsund PR-Maßnahmen;,0.0,0.0,-1.7130067348480225
engaged in fishing activities in waters adjacent to islands within the Convention area over which the existence of State sovereignty is recognised by all Contracting Parties in a manner that undermines the attainment of the objectives of the CCAMLR conservation measures.,"in Gewässern, die an Inseln im Übereinkommensbereich angrenzen, bei denen alle Vertragsparteien das Bestehen einer staatlichen Souveränität anerkennen, Fangtätigkeiten in einer Weise ausgeübt hat, die die Erreichung der Ziele der CCAMLR-Erhaltungsmaßnahmen untergräbt.",0.013484164238077485,0.19529354682193112,-1.7809865474700928
"The Member States shall give notification of any anomalies or cases of fraud which they discover and, where relevant, the basis on which they have refused to grant a surveillance document.","Die Mitgliedstaaten teilen alle festgestellten Unregelmäßigkeiten und Betrugsfälle sowie gegebenenfalls die Gründe mit, aus denen sie die Ausstellung eines Überwachungsdokuments abgelehnt haben.",0.011529698696959205,0.1660464486151026,-1.720696210861206
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,0.03539203389726076,0.3263915947200406,-1.9166042804718018
Initiatives to be implemented in 2004 are:,Im Jahre 2004 werden folgende Initiativen eingeleitet:,4.628662477364524e-232,0.029069767441860475,-1.7862073183059692
"The various bodies of the Agency should establish and develop appropriate contacts with the parties concerned, in particular representatives of patients and health-care professionals.","Die verschiedenen Organe der Agentur sollten geeignete Kontakte zu den betroffenen Gruppen, insbesondere den Vertretern der Patienten und der Gesundheitsberufe aufnehmen und pflegen.",0.022465913087007808,0.24924623115577896,-1.5399478673934937
References to the repealed decisions shall be understood as applicable to this Decision; references to the Committees and sections established by the repealed decisions shall be understood as applicable to the Committees established by this Decision.,"Bezugnahmen auf die aufgehobenen Beschlüsse verstehen sich als Bezugnahmen auf den vorliegenden Beschluss, Bezugnahmen auf die mit den aufgehobenen Beschlüssen eingesetzten Ausschüsse und Unterabteilungen als Bezugnahmen auf die jeweiligen mit dem vorliegenden Beschluss eingesetzten Ausschüsse.",3.5035523149095535e-79,0.10589666357738652,-1.7241435050964355
"Aubergine/Egg plant, guideline TG/117/4 of 17.4.2002","Aubergine/Eierfrucht, Richtlinie TG/117/4 vom 17.4.2002",0.006508867098822792,0.08829787234042556,-1.6604489088058472
The rate of aeration should be so regulated that the contents of vessel C are kept constantly in suspension and the dissolved oxygen content is at least 2 mg/l.,"Die Luftzufuhr ist so einzustellen, dass der Inhalt des Belüftungsgefässes C ständig in Suspension verbleibt und ein Mindestgehalt an gelöstem Sauerstoff von 2 mg/l aufrechterhalten wird.",0.012166080387195074,0.20611436853880383,-1.4013210535049438
"Nicosia,","Nikosia,",4.8847020817683625e-232,0.024691358024691364,-1.6404563188552856
The operation of installations subject to permit in pursuance of Council Directive 96/61/EC of 24 September 1996 concerning integrated pollution prevention and control(1).,"Der Betrieb von Anlagen, für den eine Genehmigung gemäß der Richtlinie 96/61/EG des Rates vom 24. September 1996 über die integrierte Vermeidung und Verminderung der Umweltverschmutzung(1) erforderlich ist.",0.030341314443791893,0.32838975719077157,-1.6273980140686035
Chaenomeles Lindl.,Chaenomeles Lindl.,1.660478460688643e-79,0.050075585789871514,-1.6723788976669312
"Therefore, the promotion of gender equality is important for the overarching goal of poverty reduction by 2015.",Daher spielt die Förderung der Gleichstellung der Geschlechter eine wichtige Rolle für das übergreifende Ziel der Verringerung der Armut bis zum Jahr 2015.,4.6234215773433676e-79,0.19851632047477746,-1.8563077449798584
stores or vehicles may be used for the storage and transport of feedingstuffs containing the same protein;,"Lagereinrichtungen oder Transportfahrzeuge zur Aufbewahrung bzw. Beförderung von Futtermitteln, die ein und dasselbe Protein enthalten, verwendet werden;",1.330041881948311e-155,0.09294492489758764,-1.6019072532653809
"In an acquisition, if the fair values of the identifiable assets and liabilities or the purchase consideration can only be determined on a provisional basis at the end of the period in which the acquisition took place, this should be stated and reasons given.","Bei einem Unternehmenserwerb ist anzugeben und zu begründen, ob die beizulegenden Zeitwerte der identifizierbaren Vermögenswerte und Schulden oder die Gegenleistung für den Erwerb am Ende der Berichtsperiode, in der der Unternehmenserwerb stattfand, nur vorläufig bestimmt werden können.",0.011918428545755574,0.15746533757627793,-1.7203514575958252
activities to promote the EDCTP Programme to ensure a high profile at European or international level;,"Öffentlichkeitsarbeit für das EDCTP-Programm, um einen hohen Bekanntheitsgrad auf europäischer oder internationaler Ebene sicherzustellen;",0.010853061915916225,0.1657984252717715,-1.6051959991455078
Such statements are misleading because they detract from the reliability and understandability of the financial statements.,"Solche Angaben sind irreführend, da sie von der Verlässlichkeit und der Verständlichkeit des Abschlusses ablenken.",3.8669460854375385e-79,0.1750588235294118,-1.817738652229309
"requests for recovery or for precautionary measures referred to in Articles 6 and 13 respectively of Directive 76/308/EEC, and the instrument permitting enforcement.",von Ersuchen um Beitreibung oder Sicherungsmaßnahmen gemäß den Artikeln 6 und 13 der Richtlinie 76/308/EWG sowie des entsprechenden Vollstreckungstitels.,0.004776759949938353,0.10235870048954164,-1.6717333793640137
"It is the sum of purchase of raw materials and consumables, labour costs, public fees and charges, expenses for external services and rental and leasing charges for environmental protection activities.","Sie bilden die Summe aus dem Einkauf von Roh-, Hilfs- und Betriebsstoffen, Arbeitskosten, öffentlichen Gebühren und Abgaben, Ausgaben für externe Dienstleistungen sowie Miet- und Leasinggebühren für Umweltschutzaktivitäten.",0.020802669009578976,0.1956595742966549,-1.4542186260223389
The new Member States shall proceed to linear reductions of the entitlements where their national reserve is not sufficient to cover the cases referred to in paragraphs 2 and 3.,"Die neuen Mitgliedstaaten nehmen lineare Kürzungen der Ansprüche vor, wenn ihre nationale Reserve nicht ausreicht, um die in den Absätzen 2 und 3 genannten Fälle zu berücksichtigen.",0.021157162574886444,0.2805956795913362,-1.6285325288772583
"OJ C 187, 7.8.2003, p. 2 (Brioche vendéenne).","ABl. C 187 vom 7.8.2003, S. 2 (Brioche vendénne).",0.009075539389020993,0.1460617304773149,-1.4974234104156494
"An enterprise uses IAS 37, provisions, contingent liabilities and contingent assets, to determine whether the enterprise recognises a liability and how the enterprise measures any such liability.","Zur Beurteilung, ob eine Schuld anzusetzen und wie diese zu bewerten ist, zieht ein Unternehmen IAS 37, Rückstellungen, Eventualschulden und Eventualforderungen, heran.",1.3706558890576477e-155,0.089858673591213,-1.4088691473007202
"In order to ensure uniform application of the Combined Nomenclature annexed to Regulation (EEC) No 2658/87, it is necessary to adopt measures concerning the classification of the goods referred to in the Annex to this Regulation.","Um die einheitliche Anwendung der Kombinierten Nomenklatur im Anhang zu der Verordnung (EWG) Nr. 2658/87 zu gewährleisten, sind Vorschriften für die Einreihung der im Anhang zu dieser Verordnung aufgeführten Waren zu erlassen.",0.029034317766355847,0.3572737686139749,-1.7426533699035645
"A BATCH OF FIVE COMPLETE LATCHES, INCLUDING ACTUATING MECHANISM, PER DOOR .",Einen Satz von fünf vollständigen Schlössern einschließlich der Betätigungseinrichtung je Tür .,1.3160975177335675e-155,0.07720711648204097,-1.7772979736328125
The rules setting up the aid scheme must specify how such assessment is to be made.,"In den Vorschriften zur Einführung der Beihilferegelung wird angegeben, wie eine solche Bewertung durchzuführen ist.",0.006216110563931414,0.08835542218888058,-1.4617373943328857
"date and time the session was opened (i.e. card insertion) with a resolution of one second,","Datum und Uhrzeit der Einleitung des Vorgangs (d. h. Einstecken der Karte) auf 1 Sekunde genau,",2.702297115038398e-79,0.13115933178629102,-1.5996181964874268
the national reference laboratory carries out at least the functions and duties set out in Annex XV;,Das nationale Referenzlabor nimmt zumindest die Funktionen und Aufgaben gemäß Anhang XV wahr.,2.4203748535676368e-79,0.09768341446453407,-1.755915641784668
Proof that the special export tax mentioned in Articles 2 and 3 of Regulation (EEC) No 1234/71 has been paid shall be furnished to the competent authority of the importing Member State by presentation of movement certificate A.TR.1.,"Der Nachweis, dass die in den Artikeln 2 und 3 der Verordnung (EWG) Nr. 1234/71 genannte besondere Ausfuhrabgabe entrichtet worden ist, erfolgt durch die Vorlage der Warenverkehrsbescheinigung nach Formblatt A.TR.1 bei der zuständigen Behörde des einführenden Mitgliedstaats.",0.03270915171727303,0.28622046338264734,-1.7866053581237793
The activities of the Agency in this field should not relieve coastal States of their responsibility to have appropriate pollution response mechanisms in place and should respect existing cooperation arrangements between Member States or groups of Member States in this field.,"Die diesbezüglichen Tätigkeiten der Agentur sollten die Küstenstaaten nicht von ihrer Verantwortung entbinden, angemessene Mechanismen zum Eingreifen bei Verschmutzung vorzusehen, und die entsprechenden Kooperationsvereinbarungen zwischen Mitgliedstaaten oder Gruppen von Mitgliedstaaten in diesem Bereich sollten beachtet werden.",0.027976333308005745,0.2740994329863441,-1.6194124221801758
"Unused quantities covered by an accession licence may be reallocated to the same operator - whether holder or transferee - upon application, for use in a subsequent period.",Die nicht verwendeten Mengen einer Beitrittslizenz werden demselben Marktbeteiligten - d. h. dem Inhaber oder dem Übernehmer der betreffenden Lizenz - auf Antrag für einen späteren Zeitraum erneut zugeteilt.,1.4770922421986258e-155,0.11581397293492955,-1.778563380241394
Category MTOM(kg) Minimum insurance(million SDRs),Kategorie MTOM(kg) Mindestversicherungssumme(in Mio. SZR),0.004393771449218036,0.09845474613686536,-1.4673101902008057
"1 401 to 2 000 km : five days for the outward-and-return journey,","zwischen 1 401 und 2 000 km : fünf Tage für Hin- und Rückreise,",0.011136737218030207,0.161524468110739,-1.5968823432922363
"The information on the Community logo can be supplemented with information on the collective logos introduced in the Member States, provided that their specifications meet stricter conditions than those laid down for the Community logo.","Das gemeinschaftliche Bildzeichen wird auf den Erzeugnissen des ökologischen Landbaus angebracht, die strengen Produktionsbedingungen entsprechen und eingehend geprüft worden sind.",6.921679588923218e-156,0.03446959489805084,-1.890627145767212
"Herbal substances: All mainly whole, fragmented or cut plants, plant parts, algae, fungi, lichen in an unprocessed, usually dried, form, but sometimes fresh.","Pflanzliche Stoffe Alle vorwiegend ganzen, zerkleinerten oder geschnittenen Pflanzen, Pflanzenteile, Algen, Pilze, Flechten in unverarbeitetem Zustand, gewöhnlich in getrockneter Form, aber zuweilen auch frisch.",0.013988414919548248,0.15517047617929397,-1.654308557510376
European Inventory of Existing Commercial Substances.,EINECS = European Inventory of Existing Commercial Substances (Europäisches Verzeichnis der auf dem Markt vorhandenen Stoffe).,0.01829454993266874,0.10321100917431192,-1.3047089576721191
Courbu,Courbu,4.294099179731639e-232,0.015015015015015017,-1.753674030303955
It is preferable that all enterprises that report in the currency of the same economy use the same index.,"Es ist wünschenswert, dass alle Unternehmen, die in der Währung derselben Volkswirtschaft berichten, denselben Index verwenden.",0.01660336099458269,0.19424239890756073,-1.4926142692565918
"Communication from the Commission to the Council, the European Parliament and the European Economic and Social Committee - A European Environment and Health Strategy (COM(2003) 338 final).","Mitteilung der Kommission an den Rat, das Europäische Parlament und den Europäischen Wirtschafts- und Sozialausschuss - Eine europäische Umwelt- und Gesundheitsstrategie (KOM/2003/338 endg.).",0.015690460182374962,0.1875510636960689,-1.7083663940429688
A nutrient/preservative solution is added.,Eine Nähr-/Konservierungslösung wird zugefügt.,4.9443289206840965e-232,0.025083612040133783,-1.6702046394348145
"The certificate shall have been issued by authorities empowered to this effect on the basis of laws or regulations of the third country concerned, as submitted, in accordance with the provisions of the IPPC, to the Director General of FAO, or, in the case of third countries non-party to the IPPC, to the Commission.","Die Zeugnisse müssen von Behörden ausgestellt worden sein, die hierzu aufgrund der Rechts- und Verwaltungsvorschriften des betreffenden Drittlands, die gemäß den Bestimmungen des IPPC dem Generaldirektor der FAO oder - bei Drittländern, die nicht Vertragsparteien des IPPC sind - der Kommission vorgelegt wurden, befugt sind.",0.035992123843371485,0.36130467228872737,-1.8522642850875854
"Without prejudice to the option of using the diplomatic channel, requests for extradition and transit shall be sent by the relevant Ministry of the requesting Contracting Party to the competent Ministry of the requested Contracting Party.",Unbeschadet der Möglichkeit der Benutzung des diplomatischen Geschäftsweges werden Ersuchen um Auslieferung und Durchbeförderung von dem zuständigen Ministerium der ersuchenden Vertragspartei an das zuständige Ministerium der ersuchten Vertragspartei gerichtet.,0.003635002434242202,0.06630151278038603,-1.7941780090332031
I. Activity declared by the respondent as being his main activity.,"I. Tätigkeit, die vom Befragten als seine Haupttätigkeit angegeben wird.",0.003220293101724701,0.061309306641709374,-1.66294527053833
"N/1 (c) Off-farm surface water from lakes, rivers or watercourses","N/1 c) Oberflächenwasser aus Seen, Flüssen oder Wasserläufen außerhalb des Betriebs",0.009747133296418997,0.1318862062663716,-1.536734938621521
Enterprises are encouraged to present the analysis in paragraph 77 on the face of the income statement.,"Unternehmen wird empfohlen, die Analyse aus Paragraph 77 in der Gewinn- und Verlustrechnung darzustellen.",0.0058157137888669485,0.08629191321499015,-1.397653579711914
Radiotherapy equipment,Geräte für Strahlentherapie,4.083988655907486e-232,0.011820330969267143,-1.8208316564559937
net actuarial losses of the current period and past service cost of the current period to the extent that they exceed any reduction in the present value of the economic benefits specified in paragraph 58(b)(ii).,"saldierte versicherungsmathematische Verluste und nachzuverrechnender Dienstzeitaufwand der Berichtsperiode, soweit diese eine Verringerung des Barwerts des in Paragraph 58(b)(ii) bezeichneten wirtschaftlichen Nutzens übersteigen.",0.013266209241637161,0.14635353816640367,-1.6027123928070068
the European Communities Personnel Selection Office;,"das Amt für Personalauswahl der Europäischen Gemeinschaften,",1.5386623320267934e-79,0.059849076242518874,-1.8649402856826782
"Pursuant to Council Regulation (EC) No 214/2000 of 24 January 2000 on Community financial contributions to the International Fund for Ireland(4), the sum of EUR 15 million was committed from the Community budget for each of the years 2000, 2001 and 2002.","Gemäß der Verordnung (EG) Nr. 214/2000 des Rates vom 24. Januar 2000 über Finanzbeiträge der Gemeinschaft zum Internationalen Fonds für Irland(4) wurde für die Jahre 2000, 2001 und 2002 aus dem Gemeinschaftshaushalt jeweils ein Betrag von 15 Mio. EUR gebunden.",0.028675960232615507,0.2871347474325142,-1.6962730884552002
Member States should be able to designate different competent authorities to enforce the wide-ranging obligations laid down in this Directive.,Die Mitgliedstaaten sollten für die Durchsetzung der vielfältigen Verpflichtungen gemäß dieser Richtlinie mehrere zuständige Behörden benennen können.,2.5914553087511346e-79,0.11628661676258062,-1.8799028396606445
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,3.0334650767053986e-232,0.14062942039748214,-2.197533130645752
"To distribute this quantity fairly over space and time, quantities must be laid down by producer Member State and by tranche.","Um diese Menge zeitlich und räumlich gerecht aufzuteilen, sind Mengen je Erzeugermitgliedstaat und je Tranche festzusetzen.",1.9612327520158563e-79,0.09746031746031748,-1.6351546049118042
"Recovery by social security institutions of payments not due, and claims by assistance bodies",RÜCKFORDERUNG NICHT GESCHULDETER ZAHLUNGEN DURCH DIE TRÄGER DER SOZIALEN SICHERHEIT UND ERSTATTUNGSANSPRUCH DER FÜRSORGESTELLEN,0.0,0.026990553306342785,-1.7032206058502197
"THREE-DIMENSIONAL <REF>ERENCE GRID "" MEANS A <REF>ERENCE SYSTEM WHICH CONSISTS OF A VERTICAL LONGITUDINAL PLANE X-Z, A HORIZONTAL PLANE X-Y AND A VERTICAL TRANSVERSE PLANE Y-Z ( SEE FIGURE 2 OF ANNEX III ) .","Das "" dreidimensionale Koordinatensystem "" bezeichnet ein aus einer vertikalen Längsebene x - z, einer horizontalen Ebene x - y und einer vertikalen Querebene y - z bestehendes Bezugssystem ( siehe Anhang III, Abbildung 2 ), das zur Bestimmung der räumlichen Zuordnung der Lage der Auslegungspunkte auf den Zeichnungen und ihrer tatsächlichen Lage im Fahrzeug verwendet wird .",1.243179867682698e-155,0.14461525985981166,-1.5629743337631226
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.",0.024382701196190106,0.28447473345862684,-1.7337946891784668
"The certificate shall have a validity of ten years from the date of its issue, and may be renewed for subsequent periods of ten years each.",Die Bescheinigung ist zehn Jahre ab ihrem Ausstellungsdatum gültig und kann danach jeweils für weitere zehn Jahre verlängert werden.,0.00807868001628213,0.17421875000000006,-1.8592129945755005
"if the cost (i.e. fair value) of an intangible asset acquired as part of a business combination that is an acquisition cannot be measured reliably, that asset is not recognised as a separate intangible asset but is included in goodwill (see paragraph 56).","wenn die Anschaffungskosten (d. h. beizulegende Zeitwert) eines immateriellen Vermögenswertes, der im Rahmen eines Unternehmenszusammenschlusses in Form eines Unternehmenserwerbes erworben wurde, nicht verlässlich bewertet werden können, wird dieser Vermögenswert nicht als separater immaterieller Vermögenswert angesetzt, sondern in den Geschäfts- oder Firmenwert einbezogen (siehe Paragraph 56).",0.00810521758670188,0.22236467236467242,-1.7781345844268799
Actuarial gains and losses,Versicherungsmathematische Gewinne und Verluste,0.005201813114375507,0.08099352051835855,-1.6889355182647705
a regulated entity within the meaning of Article 1 is at the head of the group or at least one of the subsidiaries in the group is a regulated entity within the meaning of Article 1;,"An der Spitze der Gruppe steht ein beaufsichtigtes Unternehmen im Sinne des Artikels 1 oder mindestens eines der Tochterunternehmen in der Gruppe ist ein beaufsichtigtes Unternehmen im Sinne des Artikels 1,",0.0175223338154145,0.2478060056436013,-1.5220085382461548
"ACCOUNT SHALL BE TAKEN IN THE CONSOLIDATED BALANCE SHEET AND IN THE CONSOLIDATED PROFIT-AND-LOSS ACCOUNT OF ANY DIFFERENCE ARISING ON CONSOLIDATION BETWEEN THE TAX CHARGEABLE FOR THE FINANCIAL YEAR AND FOR PRECEDING FINANCIAL YEARS AND THE AMOUNT OF TAX PAID OR PAYABLE IN RESPECT OF THOSE YEARS , PROVIDED THAT IT IS PROBABLE THAT AN ACTUAL CHARGE TO TAX WILL ARISE WITHIN THE FORESEEABLE FUTURE FOR ONE OF THE UNDERTAKINGS INCLUDED IN THE CONSOLIDATION.","In der konsolidierten Bilanz und in der konsolidierten Gewinn- und Verlustrechnung ist der Konsolidierungsunterschied zwischen dem Steueraufwand, der dem Geschäftsjahr und den früheren Geschäftsjahren zugerechnet wird und den für diese Geschäftsjahre bereits gezahlten oder zu zahlenden Steuern zu berücksichtigen, soweit sich daraus wahrscheinlich für eines der konsolidierten Unternehmen in absehbarer Zukunft ein tatsächlicher Aufwand ergibt.",0.013622779770611847,0.19251212516122101,-1.9755196571350098
INSTALLATIONS CONTROLLED FROM OUTSIDE THE COMMUNITY,ANLAGEN IM EIGENTUM EINER PERSON ODER EINES UNTERNEHMENS AUSSERHALB DER GEMEINSCHAFT,4.846904046179074e-156,0.014687100893997452,-1.8130605220794678
annual refuelling amount;,"jährliche Nachladung,",4.4147775364901295e-232,0.016474464579901156,-1.897803783416748
"SUBJECT TO ARTICLES 12 TO 15 , TROUSSEAUX AND HOUSEHOLD EFFECTS , WHETHER OR NOT NEW , BELONGING TO A PERSON TRANSFERRING HIS OR HER NORMAL PLACE OF RESIDENCE FROM A THIRD COUNTRY TO THE CUSTOMS TERRITORY OF THE COMMUNITY ON THE OCCASION OF HIS OR HER MARRIAGE , SHALL BE ADMITTED FREE OF IMPORT DUTIES.","VON DEN EINGANGSABGABEN BEFREIT SIND VORBEHALTLICH DER ARTIKEL 12 BIS 15 AUSSTEUER UND HAUSRAT , AUCH NEU , EINER PERSON , DIE IHREN GEWÖHNLICHEN WOHNSITZ AUS ANLASS IHRER EHESCHLIESSUNG AUS EINEM DRITTLAND IN DAS ZOLLGEBIET DER GEMEINSCHAFT VERLEGT.",5.239577129683789e-232,0.19242927932154624,-1.9769713878631592
