source,translation,target,legal_entity,BLEU,METEOR,COMET,term
"at the time when the document instituting the proceedings or an equivalent document is lodged with the court, provided that the applicant has not subsequently failed to take the steps he was required to take to have service effected on the respondent;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken,","document, equivalent, court, service, respondent",0.9789355686151717,0.9736970308956916,0.9010171294212341,service
"attribute benefit to periods of service under the plan's benefit formula, unless an employee's service in later years will lead to a materially higher level of benefit than in earlier years;","die zugesagte Leistung nach Maßgabe der Leistungsformel des Planes den Dienstjahren zuzuordnen, es sei denn, die von einem Arbeitnehmer erbrachte Arbeitsleistung führt in späteren Dienstjahren zu wesentlich höheren Leistungen als in früheren Jahren;","die zugesagte Leistung nach Maßgabe der Leistungsformel des Planes den Dienstjahren zuzuordnen, es sei denn, die von einem Arbeitnehmer erbrachte Arbeitsleistung führt in späteren Dienstjahren zu wesentlich höheren Leistungen als in früheren Jahren;","will, employee, benefit, service",1.0000000000000004,0.9999892832647462,0.9185336232185364,service
"The investment firm which receives client instructions or orders through the medium of another investment firm shall remain responsible for concluding the service or transaction, based on any such information or recommendations, in accordance with the relevant provisions of this Title.","Die Verantwortung für die Erbringung der Dienstleistung oder den Abschluss des Geschäfts auf der Grundlage solcher Angaben oder Empfehlungen im Einklang mit den einschlägigen Bestimmungen dieses Titels verbleibt bei der Wertpapierfirma, die die Kundenanweisungen oder -aufträge über eine andere Wertpapierfirma erhält.","Die Verantwortung für die Erbringung der Dienstleistung oder den Abschluss des Geschäfts auf der Grundlage solcher Angaben oder Empfehlungen im Einklang mit den einschlägigen Bestimmungen dieses Titels verbleibt bei der Wertpapierfirma, die die Kundenanweisungen oder -aufträge über eine andere Wertpapierfirma erhält.","investment, transaction, service, title, information, responsible, relevant",1.0000000000000004,0.9999937112455507,0.9327253699302673,service
Ships using port facilities may be subject to the port State control inspections and additional control measures outlined in regulation XI-2/9.,"Schiffe, die Hafenanlagen nutzen, können Kontrollbesichtigungen durch den Hafenstaat und zusätzlichen Kontrollmaßnahmen nach Regel XI-2/9 unterliegen.","Schiffe, die Hafenanlagen nutzen, können Kontrollbesichtigungen durch den Hafenstaat und zusätzlichen Kontrollmaßnahmen nach Regel XI-2/9 unterliegen.","control, regulation, state",1.0000000000000004,0.9999271030762502,0.9508150815963745,control
"Provided that they respect the minimum levels of taxation prescribed by this Directive and that they are compatible with Community law, differentiated rates of taxation may be applied by Member States, under fiscal control, in the following cases:","Die Mitgliedstaaten können unter Steueraufsicht gestaffelte Steuersätze anwenden, soweit diese die in dieser Richtlinie vorgesehenen Mindeststeuerbeträge nicht unterschreiten und mit dem Gemeinschaftsrecht vereinbar sind, und zwar in den folgenden Fällen:","Die Mitgliedstaaten können unter Steueraufsicht gestaffelte Steuersätze anwenden, soweit diese die in dieser Richtlinie vorgesehenen Mindeststeuerbeträge nicht unterschreiten und mit dem Gemeinschaftsrecht vereinbar sind, und zwar in den folgenden Fällen:","law, member, control",1.0000000000000004,0.9999860867629463,0.9475415349006653,control
Minimum control rate,Mindestkontrollsatz,Mindestkontrollsatz,control,0.0,0.5,0.9938167929649353,control
Control is the power to govern the financial and operating policies of an enterprise so as to obtain benefits from its activities.,"Beherrschung ist die Möglichkeit, die Finanz- und Geschäftspolitik eines Unternehmens zu bestimmen, um aus dessen Tätigkeiten Nutzen zu ziehen.","Beherrschung ist die Möglichkeit, die Finanz- und Geschäftspolitik eines Unternehmens zu bestimmen, um aus dessen Tätigkeiten Nutzen zu ziehen.",control,1.0000000000000004,0.9999530428249437,0.9554542303085327,control
"Regulation XI-2/9.2 applies control measures to ensure compliance to ships intending to enter a port of another Contracting Government and introduces an entirely different concept of control within chapter XI-2, applying to security only.","Regel XI-2/9.2 wendet Kontrollmaßnahmen zur Sicherstellung der Einhaltung der Vorschriften auf Schiffe an, die in einen Hafen einer anderen Vertragsregierung einzulaufen beabsichtigen, und führt ein völlig anderes Kontrollkonzept innerhalb von Kapitel XI-2 ein, das sich nur auf die Sicherheit bezieht.","Regel XI-2/9.2 wendet Kontrollmaßnahmen zur Sicherstellung der Einhaltung der Vorschriften auf Schiffe an, die in einen Hafen einer anderen Vertragsregierung einzulaufen beabsichtigen, und führt ein völlig anderes Kontrollkonzept innerhalb von Kapitel XI-2 ein, das sich nur auf die Gefahrenabwehr bezieht.","control, security, regulation, government",0.9487643004979492,0.9772235606470329,0.8914830684661865,control
The enforcement procedure is governed by the law of the Member State of enforcement.,Für das Vollstreckungsverfahren ist das Recht des Vollstreckungsmitgliedstaats maßgebend.,Für das Vollstreckungsverfahren ist das Recht des Vollstreckungsmitgliedstaats maßgebend.,"member, state, law, procedure",1.0000000000000004,0.9995,0.9714736342430115,law
"On the one hand, a notification has important legal consequences which are favourable to the parties to the proposed concentration, while, on the other hand, failure to comply with the obligation to notify renders the parties liable to fines and may also entail civil law disadvantages for them.","Von einer ordnungsgemäßen Anmeldung hängen einerseits wichtige, für die an dem Zusammenschlussvorhaben Beteiligten vorteilhafte Rechtsfolgen ab. Andererseits stellt die Verletzung der Anmeldepflicht eine mit Geldbußen bedrohte Handlung dar; sie kann für die Anmelder auch nachteilige Rechtsfolgen zivilrechtlicher Art mit sich bringen.","Von einer ordnungsgemäßen Anmeldung hängen einerseits wichtige, für die an dem Zusammenschlussvorhaben Beteiligten vorteilhafte Rechtsfolgen ab. Andererseits stellt die Verletzung der Anmeldepflicht eine mit Geldbußen bedrohte Handlung dar; sie kann für die Anmelder auch nachteilige Rechtsfolgen zivilrechtlicher Art mit sich bringen.","law, obligation, civil, liable",1.0000000000000004,0.9999945130315501,0.9340562224388123,law
"If the act on which the request for assistance is based is punishable under the law of both Contracting Parties by virtue of being an infringement of the rules of law which is being prosecuted by the administrative authorities, and where the decision may give rise to proceedings before a court having jurisdiction in particular in criminal matters, the procedure outlined in paragraph 1 must in principle be used for the forwarding of procedural documents.","Liegt dem Rechtshilfeersuchen eine Handlung zugrunde, die sowohl nach dem Recht der ersuchten als auch nach dem Recht der ersuchenden Vertragspartei als Zuwiderhandlung gegen Ordnungsvorschriften durch Behörden geahndet wird, gegen deren Entscheidung ein auch in Strafsachen zuständiges Gericht angerufen werden kann, so ist bei der Zustellung von Urkunden grundsätzlich nach Absatz 1 zu verfahren.","Liegt dem Rechtshilfeersuchen eine Handlung zugrunde, die sowohl nach dem Recht der ersuchten als auch nach dem Recht der ersuchenden Vertragspartei als Zuwiderhandlung gegen Ordnungsvorschriften durch Behörden geahndet wird, gegen deren Entscheidung ein auch in Strafsachen zuständiges Gericht angerufen werden kann, so ist bei der Zustellung von Urkunden grundsätzlich nach Absatz 1 zu verfahren.","procedure, court, rules, request, jurisdiction, law, decision, criminal, act, infringement",1.0000000000000004,0.9999974373693058,0.9111642241477966,law
"Even if national law does not provide for enforceability by operation of law, notwithstanding any appeal, of a judgment requiring the return of the child mentioned in Article 11(b)(8), the court of origin may declare the judgment enforceable.","Auch wenn das nationale Recht nicht vorsieht, dass eine in Artikel 11 Absatz 8 genannte Entscheidung über die Rückgabe des Kindes ungeachtet der Einlegung eines Rechtsbehelfs von Rechts wegen vollstreckbar ist, kann das Gericht des Ursprungsmitgliedstaats die Entscheidung für vollstreckbar erklären.","Auch wenn das nationale Recht nicht vorsieht, dass eine in Artikel 11 Absatz 8 genannte Entscheidung über die Rückgabe des Kindes ungeachtet der Einlegung eines Rechtsbehelfs von Rechts wegen vollstreckbar ist, kann das Gericht des Ursprungsmitgliedstaats die Entscheidung für vollstreckbar erklären.","child, article, appeal, judgment, court, law",1.0000000000000004,0.9999941303531179,0.9372795224189758,law
Prorogation of jurisdiction,Vereinbarung über die Zuständigkeit,Vereinbarung über die Zuständigkeit,jurisdiction,1.0000000000000004,0.9921875,0.9833049178123474,law
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse der Stiftung entstehen, und die zu einer Auszahlung führen, die in einem unangemessenen Verhältnis zu der gewährten Zulage steht.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.5244306374030974,0.6950377050044824,0.8239535689353943,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.8464817248906144,0.8627717391304347,0.923003077507019,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, dass ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.929923845210929,0.9736073199800084,0.9337299466133118,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",1.0000000000000004,0.9999962307106618,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.","Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,1.0000000000000004,0.9999860867629463,0.9474712014198303,member
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelner Entscheidungen über den Bau oder die Modernisierung von Übertragungs- und Verteilungsleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.8286682903354249,0.9521800595238095,0.8916170001029968,company
A company operates a mine in a country where legislation requires that the owner must restore the site on completion of its mining operations.,"Eine Gesellschaft betreibt ein Bergwerk in einem Staat, in dem der Eigentümer gesetzlich verpflichtet ist, den Bereich der Förderung nach Beendigung der Abbautätigkeiten wiederherzustellen.","Eine Gesellschaft betreibt ein Bergwerk in einem Staat, in dem der Eigentümer gesetzlich verpflichtet ist, den Bereich der Förderung nach Beendigung der Abbautätigkeiten wiederherzustellen.","owner, company, legislation",1.0000000000000004,0.9999745973682873,0.931867778301239,company
"The shipping company or its agent shall sign a guarantee in respect of those seamen,",Die Reederei oder der Schiffsagent unterzeichnet für diese Seeleute eine Garantieerklärung.,Die Reederei oder der Schiffsagent unterzeichnet für diese Seeleute eine Garantieerklärung.,"agent, company, guarantee",1.0000000000000004,0.9997106481481481,0.9654869437217712,company
"Where a financial conglomerate is headed by a mixed financial holding company, the sectoral rules regarding intra-group transactions of the most important financial sector in the financial conglomerate shall apply to that sector as a whole, including the mixed financial holding company.","Steht an der Spitze eines Finanzkonglomerats eine gemischte Finanzholdinggesellschaft, so gelten in Bezug auf gruppeninterne Transaktionen für die gesamte Branche, einschließlich der gemischten Finanzholdinggesellschaft, die branchenspezifischen Vorschriften der im Finanzkonglomerat am stärksten vertretenen Finanzbranche.","Steht an der Spitze eines Finanzkonglomerats eine gemischte Finanzholdinggesellschaft, so gelten in Bezug auf gruppeninterne Transaktionen für die gesamte Branche, einschließlich der gemischten Finanzholdinggesellschaft, die branchenspezifischen Vorschriften der im Finanzkonglomerat am stärksten vertretenen Finanzbranche.","holding, rules, company",1.0000000000000004,0.9999908878845313,0.9445171356201172,company
"in the company mode, driver related data (requirements 081, 084 and 087) can be output only for periods not locked by another company (as identified by the first 13 digits of the company card number),","in der Betriebsart Unternehmen (Randnummern 081, 084 und 087) lassen sich Fahrerdaten nur für Zeiträume ausgeben, die nicht von einem anderen Unternehmen (ausgewiesen durch die ersten 13 Stellen der Unternehmenskartennummer) gesperrt sind,","in der Betriebsart Unternehmen (Randnummern 081, 084 und 087) lassen sich Fahrerdaten nur für Zeiträume ausgeben, die nicht von einem anderen Unternehmen (ausgewiesen durch die ersten 13 Stellen der Unternehmenskartennummer) gesperrt sind,",company,1.0000000000000004,0.9999915709974881,0.9219221472740173,company
"SIMILARLY, A PART NEED NOT BE DESCRIBED IF ITS CONSTRUCTION IS CLEARLY APPARENT FROM THE DIAGRAMS OR SKETCHES ATTACHED TO THIS FROM .","Ebenso ist eine Beschreibung nicht nötig bei jedem Bestandteil, dessen Bauweise klar aus den beigefügten Diagrammen oder Skizzen hervorgeht.","Ebenso ist eine Beschreibung nicht nötig bei jedem Bestandteil, dessen Bauweise klar aus den beigefügten Skizzen hervorgeht .","construction, attached",0.8137489370974959,0.9890062326869806,0.9132430553436279,construction
"For the purposes of this Standard, construction contracts include:",Im Sinne dieses Standards umfassen die Bauverträge:,Im Sinne dieses Standards umfassen die Fertigungsaufträge:,construction,0.7071067811865478,0.864795918367347,0.8903633952140808,construction
"intangible assets held by an enterprise for sale in the ordinary course of business (see IAS 2, inventories, and IAS 11, construction contracts);","immaterielle Vermögenswerte, die von einem Unternehmen zum Verkauf im normalen Geschäftsgang gehalten werden (siehe IAS 2, Vorräte, und IAS 11, Fertigungsaufträge);","immaterielle Vermögenswerte, die von einem Unternehmen zum Verkauf im normalen Geschäftsgang gehalten werden (siehe IAS 2, Vorräte, und IAS 11, Fertigungsaufträge);","held, business, construction, sale",1.0000000000000004,0.9999772230320699,0.9383266568183899,construction
Construction Contracts,"Ebenso ist eine Beschreibung nicht nötig bei jedem Bestandteil, dessen Bauweise klar aus den beigefügten Skizzen hervorgeht.",Fertigungsaufträge,construction,0.0,0.0,0.5759363770484924,construction
"When an enterprise completes the construction or development of a self-constructed investment property that will be carried at fair value, any difference between the fair value of the property at that date and its previous carrying amount should be recognised in net profit or loss for the period.","Wenn ein Unternehmen die Erstellung oder Entwicklung einer selbsthergestellten und als Finanzinvestition gehaltenen Immobilie abschließt, die dann zum beizulegenden Zeitwert bewertet wird, ist ein zu diesem Zeitpunkt bestehender Unterschiedsbetrag zwischen dem beizulegenden Zeitwert der Immobilie und dem vorherigen Buchwert im Ergebnis der Berichtsperiode zu erfassen.","Wenn ein Unternehmen die Erstellung oder Entwicklung einer selbsthergestellten und als Finanzinvestition gehaltenen Immobilie abschließt, die dann zum beizulegenden Zeitwert bewertet wird, ist ein zu diesem Zeitpunkt bestehender Unterschiedsbetrag zwischen dem beizulegenden Zeitwert der Immobilie und dem vorherigen Buchwert im Ergebnis der Berichtsperiode zu erfassen.","profit, net, construction, investment, loss, value, property, will",1.0000000000000004,0.9999954788773148,0.9178534150123596,construction
"Greece may derogate from Articles 4, 11, 12, 13, 18, 23 and/or 24 of this Directive for the geographical areas and time periods specified in the licences issued by it, prior to 15 March 2002 and in accordance with Directive 98/30/EC, for the development and exclusive exploitation of distribution networks in certain geographical areas.","Griechenland darf hinsichtlich der geografischen Gebiete und Zeiträume, die in den von ihm vor dem 15. März 2002 ausgestellten Genehmigungen angegeben sind, von den Artikeln 4, 11, 12, 13, 18, 23 und/oder 24 dieser Richtlinie abweichen, und zwar gemäß der Richtlinie 98/30/EG für den Aufbau und die Alleinnutzung von Verteilernetzen in bestimmten geografischen Gebieten.","Griechenland darf hinsichtlich Aufbau und Alleinnutzung von Verteilernetzen in bestimmten geografischen Gebieten von den Artikeln 4, 11, 12, 13, 18, 23 und/oder 24 dieser Richtlinie in Bezug auf die geografischen Gebiete und Zeiträume abweichen, die in den von Griechenland vor dem 15. März 2002 gemäß der Richtlinie 98/30/EG ausgestellten Genehmigungen angegeben sind.",distribution,0.6640215957475679,0.8807566900932559,0.8942569494247437,distribution
"""linepack"" means the storage of gas by compression in gas transmission and distribution systems, but excluding facilities reserved for transmission system operators carrying out their functions;","""Netzpufferung"" die Speicherung von Gas durch Verdichtung in Erdgasfernleitungs- und Erdgasverteilernetzen; ausgenommen sind Einrichtungen, die Fernleitungsnetzbetreibern bei der Wahrnehmung ihrer Funktionen vorbehalten sind;","""Netzpufferung"" die Speicherung von Gas durch Verdichtung in Erdgasfernleitungs- und Erdgasverteilernetzen; ausgenommen sind Einrichtungen, die Fernleitungsnetzbetreibern bei der Wahrnehmung ihrer Funktionen vorbehalten sind;",distribution,1.0000000000000004,0.9999772230320699,0.9186956286430359,distribution
"any direct or indirect obligation on any distributor of passenger cars or light commercial vehicles within a selective distribution system, which limits its ability to establish additional sales or delivery outlets at other locations within the common market where selective distribution is applied.","alle unmittelbaren oder mittelbaren Verpflichtungen, welche die Möglichkeiten von Händlern von Personenkraftwagen oder leichten Nutzfahrzeugen in einem selektiven Vertriebssystem einschränken, zusätzliche Verkaufs- oder Auslieferungsstellen an anderen Standorten im Gemeinsamen Markt zu errichten, an denen selektiver Vertrieb verwendet wird;","alle unmittelbaren oder mittelbaren Verpflichtungen, welche die Möglichkeiten von Händlern von Personenkraftwagen oder leichten Nutzfahrzeugen in einem selektiven Vertriebssystem einschränken, zusätzliche Verkaufs- oder Auslieferungsstellen an anderen Standorten im Gemeinsamen Markt zu errichten, an denen selektiver Vertrieb verwendet wird;","passenger, sales, distribution, delivery, obligation",1.0000000000000004,0.9999932512687615,0.919428288936615,distribution
"aid to export-related activities, namely aid directly linked to the quantities exported, to the establishment and operation of a distribution network or to other current expenditure linked to the export activity;","Beihilfen für ausfuhrbezogene Tätigkeiten, insbesondere Beihilfen, die unmittelbar mit den ausgeführten Mengen, dem Aufbau oder dem Betrieb eines Vertriebsnetzes oder anderen laufenden Ausgaben in Verbindung mit der Ausfuhrtätigkeit zusammenhängen;","Beihilfen für ausfuhrbezogene Tätigkeiten, insbesondere Beihilfen, die unmittelbar mit den ausgeführten Mengen, dem Aufbau oder dem Betrieb eines Vertriebsnetzes oder anderen laufenden Ausgaben in Verbindung mit der Ausfuhrtätigkeit zusammenhängen;",distribution,1.0000000000000004,0.9999860867629463,0.9414830803871155,distribution
Distribution of this weight among the axles (distribution among axles and load on the fifth wheel king pin in the case of a semi-trailer),Verteilung dieses Gewichtes auf die Achsen (bei Sattelanhängern auf Achsen und Sattelkupplung),Verteilung dieses Gewichtes auf die Achsen (bei Sattelanhängern auf Achsen und Sattelkupplung),"case, distribution",1.0000000000000004,0.9998177842565598,0.9326823949813843,distribution
six days shall be equivalent to one week and vice versa;,SECHS TAGE ENTSPRECHEN EINER WOCHE UND UMGEKEHRT;,SO ENTSPRECHEN EINANDER SECHS TAGE UND EINE WOCHE;,equivalent,0.12827770611048306,0.47908863920099876,0.7059135437011719,equivalent
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelner Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.9370011451812971,0.9999932512687615,0.905576229095459,equivalent
TO THE EXTENT THAT INSTRUMENTS OR APPARATUS OF EQUIVALENT SCIENTIFIC VALUE ARE NOT BEING MANUFACTURED IN THE COMMUNITY.,UND SOFERN GEGENWÄRTIG KEINE INSTRUMENTE UND APPARATE VON GLEICHEM WISSENSCHAFTLICHEN WERT IN DER GEMEINSCHAFT HERGESTELLT WERDEN.,UND SOFERN GEGENWÄRTIG KEINE INSTRUMENTE UND APPARATE VON GLEICHEM WISSENSCHAFTLICHEM WERT IN DER GEMEINSCHAFT HERGESTELLT WERDEN.,"equivalent, value",0.8282477531331043,0.9402573529411764,0.8922218084335327,equivalent
The yellow index shall be measured according to the ICC 152 method or an equivalent recognised method.,Der Gelb-Index wird nach der Methode ICC 152 oder einer gleichwertigen anerkannten Methode bestimmt.,Der Gelb-Index wird nach der Methode ICC 152 oder einer gleichwertigen anerkannten Methode bestimmt.,equivalent,1.0000000000000004,0.9998518518518519,0.9608064889907837,equivalent
2 checks to ensure that cargo entering the port facility matches the delivery note or equivalent cargo documentation;.,"2 Überprüfungen, um sicherzustellen, dass die in die Hafenanlage eingeführte Ladung mit dem Lieferschein beziehungsweise den entsprechenden Ladungsunterlagen übereinstimmt;","2 Überprüfungen, um sicherzustellen, dass die in die Hafenanlage eingeführte Ladung mit dem Lieferschein beziehungsweise den entsprechenden Ladungsunterlagen übereinstimmt;.","delivery, equivalent, note",0.9555630362682846,0.9606535782597713,0.9301791191101074,equivalent
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelner Entscheidungen über den Bau oder die Modernisierung von Übertragungs- und Verteilungsleitungen zu erteilen, die über die Bedingungen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.7377187258491037,0.8965176098140086,0.8849428296089172,instrument
The manufacturer shall keep the technical documentation at the disposal of the national authorities for 10 years after the last instrument has been manufactured.,Der Hersteller hält die technischen Unterlagen zehn Jahre lang nach Herstellung des letzten Instruments für die nationalen Behörden bereit.,Der Hersteller hält die technischen Unterlagen zehn Jahre lang nach Herstellung des letzten Gerätes für die nationalen Behörden bereit.,instrument,0.8578928092681438,0.9494459833795015,0.9281629323959351,instrument
a rate of interest that discounts the nominal amount of the instrument to the current cash sales price of the goods or services.,"der Zinssatz, mit dem der Nominalbetrag des Instruments auf den aktuellen Barverkaufspreis der Waren oder Dienstleistungen diskontiert wird.","der Zinssatz, mit dem der Nominalbetrag der Einnahmen auf den gegenwärtigen Barzahlungspreis für die verkauften Erzeugnisse, Waren oder Dienstleistungen des Basisgeschäftes diskontiert wird.","interest, sales, instrument, goods",0.34125993924625986,0.6344168051657902,0.8183043003082275,instrument
specify the characteristics of different classes of instruments to be taken into account by the regulated market when assessing whether an instrument is issued in a manner consistent with the conditions laid down in the second subparagraph of paragraph 1 for admission to trading on the different market segments which it operates;,"Die Eigenschaften verschiedener Kategorien von Instrumenten sind vom geregelten Markt bei der Prüfung zu berücksichtigen, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","die Eigenschaften verschiedener Kategorien von Instrumenten festgelegt werden, die vom geregelten Markt bei der Prüfung der Frage zu berücksichtigen sind, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","instrument, admission, account",0.7641621574108686,0.8967956720765708,0.8132504820823669,instrument
"The work programmes shall specify the minimum number of participants required for each indirect action and also their place of establishment, according to the nature of the instrument and the objectives of the R& TD activity.",In den Arbeitsprogrammen werden je nach Art des Instruments und den Zielen der FTEA-Tätigkeit die bei einer indirekten Maßnahme verlangte Mindestzahl an Teilnehmern und der Ort ihres Sitzes festgelegt.,In den Arbeitsprogrammen werden je nach Art des Instruments und den Zielen der FTEA-Tätigkeit die bei einer indirekten Maßnahme verlangte Mindestzahl an Teilnehmern und der Ort ihres Sitzes festgelegt.,instrument,1.0000000000000004,0.9999814814814815,0.9430179595947266,instrument
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelner Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.9370011451812971,0.9999932512687615,0.905576229095459,parent
