source,target,legal_entity,BLEU,METEOR,COMET,term
"Finland and Sweden shall have the option of declaring that the Convention of 6 February 1931 between Denmark, Finland, Iceland, Norway and Sweden comprising international private law provisions on marriage, adoption and guardianship, together with the Final Protocol thereto, will apply, in whole or in part, in their mutual relations, in place of the rules of this Regulation.","Finnland und Schweden können erklären, dass das Übereinkommen vom 6. Februar 1931 zwischen Dänemark, Finnland, Island, Norwegen und Schweden mit Bestimmungen des internationalen Verfahrensrechts über Ehe, Adoption und Vormundschaft einschließlich des Schlussprotokolls anstelle dieser Verordnung ganz oder teilweise auf ihre gegenseitigen Beziehungen anwendbar ist.","protocol, adoption, regulation, guardianship, mutual, marriage, option, rules, will, law",0.004497925365292407,0.08538899430740038,0.9326626062393188,will
For the purposes of this error detection a submessage acknowledge will be considered as a request to the VU.,Zum Zwecke dieser Fehlererkennung wird eine Teilnachrichtquittung als Anforderung an die FE betrachtet.,"will, request, error, acknowledge",0.009629943614188135,0.03424657534246575,0.9446064829826355,will
"Where other possible outcomes are either mostly higher or mostly lower than the most likely outcome, the best estimate will be a higher or lower amount.","Wenn andere mögliche Ergebnisse entweder größtenteils über oder größtenteils unter dem wahrscheinlichsten Ergebnis liegen, ist die bestmögliche Schätzung ein höherer bzw. niedrigerer Betrag. Zum Beispiel:",will,0.0077070503045172664,0.03460207612456748,0.9538112282752991,will
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,article
Article 22b,Artikel 22b,article,0.1495348781221221,0.25,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.012673718536830811,0.0824175824175824,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,article,0.028517539529041507,0.15873015873015875,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",0.014461870879312647,0.10638297872340426,0.9677249193191528,article
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
Opinion delivered on 22 April 2004 (not yet published in the Official Journal).,Stellungnahme vom 22. April 2004 (noch nicht im Amtsblatt veröffentlicht).,"official, journal, opinion",0.08012120435729668,0.39612676056338025,0.979169487953186,journal
Opinion delivered on 11 March 2004 (not yet published in the Official Journal).,Stellungnahme vom 11. März 2004 (noch nicht im Amtsblatt veröffentlicht).,"official, journal, opinion",0.03889818545474848,0.31408450704225355,0.9787279367446899,journal
Opinion of 9 April 2002 (not yet published in the Official Journal).,Stellungnahme vom 9. April 2002 (noch nicht im Amtsblatt veröffentlicht).,"official, journal, opinion",0.08609583710384033,0.3989361702127659,0.9800428748130798,journal
"The following list reflects wine names established and protected in the Hellenic Republic in the ""Εφημεριδα της Κυβερνησεως"" (""Official Journal"").","Das nachstehende Verzeichnis enthät die Weinnamen, die in Griechenland gemäß dem ""Εφημερίδα της Κυβερνησέως"" (Amtsblatt) festgelegt und geschützt sind.","official, journal",0.02019074850994527,0.13888888888888892,0.9491538405418396,journal
See page 1 of this Official Journal.,(2)Siehe Seite 1 dieses Amtsblatts.,"official, journal",0.02915032279375143,0.11235955056179774,0.9788510203361511,journal
Opinion delivered on 22 April 2004 (not yet published in the Official Journal).,Stellungnahme vom 22. April 2004 (noch nicht im Amtsblatt veröffentlicht).,"official, journal, opinion",0.08012120435729668,0.39612676056338025,0.979169487953186,official
The report shall be communicated to the official.,Die Beurteilung wird dem Beamten bekanntgegeben.,official,0.023980296761827107,0.06944444444444445,0.9733899831771851,official
in respect of overtime: a statement signed by the authorised official or other servant certifying the amount of overtime worked;,"für Überstunden: eine von dem entsprechend ermächtigten Beamten oder sonstigen Bediensteten unterzeichnete Aufstellung, aus der die Zahl der geleisteten Überstunden hervorgeht;","official, servant",0.009433433436019531,0.04201680672268908,0.9468606114387512,official
"the same words in the other official languages of the Community, printed to form the background of the card:","die gleichen Wörter in den anderen Gemeinschaftssprachen, und zwar so gedruckt, dass sie den Hintergrund der Karte bilden:",official,0.012021577610863726,0.07142857142857142,0.9446919560432434,official
"In this case, the official may be transferred to a different post.",In diesem Fall kann der Beamte auf einen anderen Dienstposten versetzt werden.,"official, case, post",0.0169861974906263,0.07633587786259544,0.9719335436820984,official
A third party who may avail himself of the provisions of paragraph 6 may bring third party proceedings against the decision re-establishing the rights of the applicant for or holder of the registered Community design within a period of two months as from the date of publication of the mention of re-establishment of those rights.,"Dritte, die sich auf Absatz 6 berufen können, können gegen die Entscheidung über die Wiedereinsetzung des Anmelders oder des Inhabers des eingetragenen Gemeinschaftsgeschmacksmusters in den vorigen Stand binnen zwei Monaten nach dem Zeitpunkt der Bekanntmachung des Hinweises auf die Wiedereinsetzung in den vorigen Stand Drittwiderspruch einlegen.","party, rights, holder, decision, publication",0.00388107836970323,0.02012072434607646,0.9269702434539795,publication
"The files relating to applications for registered Community designs which have not yet been published or the files relating to registered Community designs which are subject to deferment of publication in accordance with Article 50 or which, being subject to such deferment, have been surrendered before or on the expiry of that period, shall not be made available for inspection without the consent of the applicant for or the right holder in the registered Community design.","Einsicht in die Akten von Anmeldungen für eingetragene Gemeinschaftsgeschmacksmuster, die noch nicht bekannt gemacht worden sind, oder in die Akten von eingetragenen Gemeinschaftsgeschmacksmustern, die Gegenstand der aufgeschobenen Bekanntmachung gemäß Artikel 50 sind, oder die Gegenstand der aufgeschobenen Bekanntmachung waren und auf die bei oder vor Ablauf der Frist für die Aufschiebung der Bekanntmachung verzichtet wurde, wird nur mit Zustimmung des Anmelders oder des Rechtsinhabers des eingetragenen Gemeinschaftsgeschmacksmusters gewährt.","article, right, holder, consent, publication",0.003685096868640032,0.04691689008042896,0.9053270220756531,publication
Transmission and publication of annual reports,Übermittlung und Veröffentlichung von Jahresberichten,"reports, publication",0.0,0.0,0.9802055358886719,publication
"It may also finance studies and organise meetings of experts likely to facilitate the implementation of the programme, and undertake information, publication and dissemination actions directly linked to the achievement of the programme's objective.","Ferner kann sie Studien finanzieren und Expertensitzungen ausrichten, sofern dies der Umsetzung des Programms förderlich ist, und sie kann direkt mit der Verwirklichung der Programmziele verbundene Maßnahmen zur Weitergabe, Verbreitung und Veröffentlichung von Informationen durchführen.","information, publication",0.006248309666760603,0.05141388174807198,0.9342328906059265,publication
Publication of notices,Veröffentlichung der Bekanntmachungen,publication,0.0,0.0,0.9760752320289612,publication
