source,translation,target,legal_entity,BLEU,METEOR,COMET,term
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",1.0000000000000004,0.9999951841114204,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",1.0000000000000004,0.9999794989544467,0.9674302935600281,regulation
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,article
Article 22b,Artikel 22b,Artikel 22b,article,0.0,0.9375,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",1.0000000000000004,0.9999142661179699,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,Artikel 116 erhält folgende Fassung:,article,1.0000000000000004,0.9976851851851852,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",1.0000000000000004,0.9999271030762502,0.9677249193191528,article
"Council Directive 70/524/EEC of 23 November 1970 concerning additives in feedingstuffs(12), provides for an authorisation procedure for placing on the market additives used in feedingstuffs.",Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt das Zulassungsverfahren für das Inverkehrbringen von Zusatzstoffen für Futtermittel.,Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt die Zulassung des Inverkehrbringens von Zusatzstoffen für Futtermittel.,procedure,0.79096015958855,0.8861209964412811,0.9357136487960815,procedure
"If data collected through routine monitoring in accordance with Article 4 are not sufficient, coordinated monitoring programmes concerning one or more zoonoses and/or zoonotic agents may be established in accordance with the procedure referred to in Article 12(2).","Sind die bei der Routineüberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","Sind die bei der Routineueberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","article, procedure",0.9336510695862633,0.9736073199800084,0.9288251996040344,procedure
They shall be amended in accordance with the same procedure.,Die Änderung erfolgt nach dem gleichen Verfahren.,Die Änderung dieser Entscheidungen erfolgt nach dem gleichen Verfahren.,procedure,0.5959429410903774,0.8099489795918368,0.8583526611328125,procedure
"Technical specification of the index, including revisions to the weighting structure, can be redefined in accordance with the procedure referred to in Article 12(2).","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","structure, article, specification, procedure",1.0000000000000004,0.999968,0.9504990577697754,procedure
The procedure laid down in Article 24 shall apply for the purposes of: (a) determining the products to which intervention measures are to apply and specifying the qualities which may be bought in;,"Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","article, intervention, procedure",1.0000000000000004,0.9999832164076399,0.950755774974823,procedure
technical specification of the index (Article 2);,die technischen Spezifikationen des Index (Artikel 2),"die technischen Spezifikationen des Index (Artikel 2),","article, specification",0.89483931681437,0.9084673899488716,0.9490388035774231,specification
INDIVIDUAL SPECIFICATIONS,BESONDERE BESTIMMUNGEN,BESONDERE BESTIMMUNGEN,,0.0,0.9375,0.9804263710975647,specification
"It shall presume conformity with these requirements in respect of a quality system that complies with the corresponding specifications of the national standard that implements the relevant harmonised standard, from the moment its references have been published in the Official Journal.","Bei Qualitätsmanagementsystemen, die den entsprechenden Bestimmungen der nationalen Norm zur Umsetzung der einschlägigen harmonisierten Norm entsprechen, wird ab dem Zeitpunkt der Veröffentlichung der Fundstellen im Amtsblatt von der Konformität mit diesen Anforderungen ausgegangen.","Bei Qualitätsmanagementsystemen, für die die entsprechenden Bestimmungen der nationalen Norm zur Umsetzung der einschlägigen harmonisierten Norm angewandt werden, wird ab dem Zeitpunkt der Veröffentlichung der Fundstellen im Amtsblatt von der Konformität mit diesen Anforderungen ausgegangen.","official, journal, relevant",0.7822137983297693,0.8987385803994801,0.8832903504371643,specification
"Where those criteria and rules include technical specifications, the provisions of Article 34 shall apply.","Umfassen diese Kriterien und Regeln technische Spezifikationen, kommt Artikel 34 zur Anwendung.","Umfassen diese Kriterien und Regeln technische Spezifikationen, kommt Artikel 34 zur Anwendung.","rules, article",1.0000000000000004,0.9998177842565598,0.9739661812782288,specification
These specifications may also relate to the fields referred to in Article 6(2).,Die Spezifikationen können sich auch auf die in Artikel 6 Absatz 2 genannten Aspekte erstrecken.,Die Spezifikationen können sich auch auf die in Artikel 6 Absatz 2 genannten Aspekte erstrecken.,article,1.0000000000000004,0.9998779296875,0.9694828391075134,specification
"is most suited to the nature of the product and the situation on the market in question, allowing the most efficient possible use of the resources available, account being taken of the efficiency and structure of Community exports without creating discrimination between large and small operators;","der Art des Erzeugnisses und der Lage auf dem betreffenden Markt am ehesten gerecht wird und die bestmögliche Nutzung der verfügbaren Mittel ermöglicht sowie der Effizienz und der Struktur der Ausfuhren der Gemeinschaft Rechnung trägt, ohne zu einer Diskriminierung zwischen großen und kleinen Marktteilnehmern zu führen;","der Art des Erzeugnisses und der Lage auf dem betreffenden Markt am ehesten gerecht wird und die bestmögliche Nutzung der verfügbaren Mittel ermöglicht sowie der Effizienz und der Struktur der Ausfuhren der Gemeinschaft Rechnung trägt, ohne zu einer Diskriminierung zwischen kleinen und großen Marktteilnehmern zu führen;","structure, efficiency, use, discrimination, account",0.9168793232815665,0.9994348596643519,0.9354841113090515,structure
Torso structure (see figs. I and 2),Aufbau des Rumpfes (siehe Abbildungen 1 und 2),Aufbau des Rumpfes (siehe Abbildungen 1 und 2),structure,1.0000000000000004,0.9995,0.9765281081199646,structure
"changes in management structure, for example, eliminating a layer of management;","Änderungen in der Struktur des Managements, z. B. Auflösung einer Managementebene;","Änderungen in der Struktur des Managements, z. B. Auflösung einer Managementebene;",structure,1.0000000000000004,0.9998177842565598,0.9706488251686096,structure
Thigh structure (see figs. 3 and 4),Aufbau des Schenkels (siehe Abbildungen 3 und 4),Aufbau des Schenkels (siehe Abbildungen 3 und 4),structure,1.0000000000000004,0.9995,0.9754476547241211,structure
"authorise, upon application by a producer to the competent authority or a body designated by that authority, the definitive transfer of reference quantities without transfer of the corresponding land, or vice versa, with the aim of improving the structure of milk production at the level of the holding or to allow for extensification of production.",Auf Antrag des Erzeugers bei der zuständigen Behörde oder der von ihr benannten Stelle zur Verbesserung der Milcherzeugungsstruktur auf der Ebene des Betriebs oder zur Extensivierung der Erzeugung die endgültige Übertragung von Referenzmengen ohne entsprechende Flächenübertragung und umgekehrt gestatten.,auf Antrag des Erzeugers bei der zuständigen Behörde oder der von ihr benannten Stelle zur Verbesserung der Milcherzeugungsstruktur auf der Ebene des Betriebs oder zur Extensivierung der Erzeugung die endgültige Übertragung von Referenzmengen ohne entsprechende Flächenübertragung und umgekehrt gestatten.,"transfer, structure, authority, holding, land, competent",0.9740037464252967,0.9999921875,0.8667545318603516,structure
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,article
Article 22b,Artikel 22b,Artikel 22b,article,0.0,0.9375,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",1.0000000000000004,0.9999142661179699,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,Artikel 116 erhält folgende Fassung:,article,1.0000000000000004,0.9976851851851852,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",1.0000000000000004,0.9999271030762502,0.9677249193191528,article
Upon this information the master may withdraw the intention to enter that port.,"Der Kapitän kann daraufhin davon Abstand nehmen, in den betreffenden Hafen einzulaufen.","Der Kapitän kann daraufhin davon Abstand nehmen, in den betreffenden Hafen einzulaufen.","information, master",1.0000000000000004,0.9998177842565598,0.9615695476531982,master
Servant,Diener,Servant,servant,0.0,0.0,0.6346446871757507,master
energy;,Energie;,Energie;,energy,0.0,0.9375,0.9916560053825378,master
interest.,Zinserträgen.,Zinserträgen.,interest,0.0,0.9375,0.9759930968284607,master
Action 4,Maßnahme 4,Maßnahme 4,,0.0,0.9375,0.9906172156333923,master
"For products other than those of standard quality, buying-in prices shall be derived from those in force for the relevant standard qualities, by reference to differences in quality in relation to the standard quality.","Die Kaufpreise für andere Erzeugnisse als Erzeugnisse der Standardqualität werden von den für die betreffenden Standardqualitäten geltenden Kaufpreisen abgeleitet, und zwar unter Berücksichtigung der gegenüber den Standardqualitäten bestehenden Qualitätsunterschiede.","Die Kaufpreise für andere Erzeugnisse als Erzeugnisse der Standardqualität werden von den für die betreffenden Standardqualitäten geltenden Kaufpreisen abgeleitet, und zwar unter Berücksichtigung der gegenüber den Standardqualitäten bestehenden Qualitätsunterschiede.",relevant,1.0000000000000004,0.9999832164076399,0.9400437474250793,relevant
2.The members of the Board shall be appointed in such a way as to secure the highest standards of competence and a broad range of relevant expertise.,"(2) Die Ernennung der Mitglieder des Verwaltungsrats erfolgt so, dass die höchste fachliche Qualifikation und ein breites Spektrum an einschlägigem Fachwissen gewährleistet sind.","(2)Die Ernennung der Mitglieder des Verwaltungsrats erfolgt so, dass die höchste fachliche Qualifikation und ein breites Spektrum an einschlägigem Fachwissen gewährleistet sind.","competence, relevant",1.0000000000000004,0.9999745973682873,0.9586353898048401,relevant
"The coordinator, after consultation with the other relevant competent authorities, shall identify the type of transactions and risks regulated entities in a particular financial conglomerate shall report in accordance with the provisions of Article 7(2) and Article 8(2) on the reporting of intra-group transactions and risk concentration.","Der Koordinator legt nach Konsultation der anderen jeweils zuständigen Behörden fest, welche Arten von Transaktionen und Risiken von den beaufsichtigten Unternehmen eines bestimmten Finanzkonglomerats gemäß Artikel 7 Absatz 2 und Artikel 8 Absatz 2 über die Mitteilung von gruppeninternen Transaktionen und Risikokonzentrationen zu melden sind.","Der Koordinator legt nach Konsultation der anderen jeweils zuständigen Behörden fest, welche Arten von Transaktionen und Risiken von den beaufsichtigten Unternehmen eines bestimmten Finanzkonglomerats gemäß Artikel 7 Absatz 2 und Artikel 8 Absatz 2 über die Mitteilung von gruppeninternen Transaktionen und Risikokonzentrationen zu melden sind.","competent, article, risk, relevant",1.0000000000000004,0.9999951841114204,0.9056058526039124,relevant
"The information in (2) to (6), (8), (10) and (11) of the entry line, to which the concise note refers, must be repeated in the relevant columns of this entry line.","Die Angaben unter (2) bis (6), (8), (10) und (11) der Buchungszeile, auf die sich die kurzgefasste Bemerkung bezieht, sind in den betreffenden Spalten dieser Buchungszeile zu wiederholen.","Die Angaben unter (2) bis (6), (8), (10) und (11) der Buchungszeile, auf die sich die kurzgefasste Bemerkung bezieht, ist in den betreffenden Spalten dieser Buchungszeile zu wiederholen.","note, information, relevant, entry",0.9385522307631307,0.9766914517745082,0.9398537874221802,relevant
"In addition, other relevant guidance is provided under sections 8, 9 and 13.","Zusätzliche einschlägige Hinweise finden sich in den Abschnitten 8, 9 und 13.","Zusätzliche einschlägige Hinweise finden sich in den Abschnitten 8, 9 und 13.",relevant,1.0000000000000004,0.9998177842565598,0.9807149767875671,relevant
"In the event of a polygamous marriage, where the sponsor already has a spouse living with him in the territory of a Member State, the Member State concerned shall not authorise the family reunification of a further spouse.","Im Falle einer Mehrehe, in der der Zusammenführende bereits einen Ehegatten hat, der mit ihm im Hoheitsgebiet eines Mitgliedstaats lebt, gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","state, member, marriage, sponsor, family",0.41812626116943824,0.7686713017846272,0.8925203680992126,state
The second Member State may require the family members concerned to present with their application for a residence permit:,"Der zweite Mitgliedstaat kann von den betroffenen Familienangehörigen verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","Der zweite Mitgliedstaat kann von den Familienangehörigen des langfristig Aufenthaltsberechtigten verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","state, member, residence, permit, family",0.7224553130054804,0.8633814102564104,0.9199780821800232,state
The Member State concerned shall grant the family members a first residence permit of at least one year's duration.,Der betreffende Mitgliedstaat erteilt den Familienangehörigen einen ersten Aufenthaltstitel mit mindestens einjähriger Gültigkeitsdauer.,Der betreffende Mitgliedstaat erteilt den Familienangehörigen einen ersten Aufenthaltstitel mit mindestens einjähriger Gültigkeitsdauer.,"state, member, grant, residence, permit, family",1.0000000000000004,0.9998177842565598,0.9717233180999756,state
"By way of derogation, where the legislation of a Member State relating to family reunification in force on the date of adoption of this Directive takes into account its reception capacity, the Member State may provide for a waiting period of no more than three years between submission of the application for family reunification and the issue of a residence permit to the family members.","Abweichend davon kann ein Mitgliedstaat, dessen bei Annahme der Richtlinie geltendes nationales Recht im Bereich der Familienzusammenführung die Aufnahmefähigkeit dieses Mitgliedstaats berücksichtigt, eine Wartefrist von höchstens drei Jahren zwischen der Stellung eines Antrags auf Familienzusammenführung und der Ausstellung eines Aufenthaltstitels an Familienangehörige vorsehen.","Abweichend davon kann ein Mitgliedstaat, dessen bei Annahme der Richtlinie geltendes nationales Recht im Bereich der Familienzusammenführung die Aufnahmefähigkeit dieses Mitgliedstaats berücksichtigt, eine Wartefrist von höchstens drei Jahren, zwischen der Stellung eines Antrags auf Familienzusammenführung und der Ausstellung eines Aufenthaltstitels an Familienangehörige, vorsehen.","adoption, state, member, residence, permit, issue, legislation, family, capacity, account",0.8962150457993799,0.9606475073360173,0.9201298952102661,state
"In the case of a measure in the form of a grant or loan, it is normally obvious which enterprise is potentially the beneficiary for the purpose of assessing whether State aid is involved.","Bei der Vergabe eines Zuschusses oder eines Kredites ist bei der Prüfung, ob es sich um eine staatliche Beihilfe handelt, in der Regel klar, welches Unternehmen durch die betreffende Maßnahme begünstigt würde.","Bei der Vergabe eines Zuschusses oder eines Kredites ist bei der Prüfung, ob es sich um eine staatliche Beihilfe handelt, in der Regel klar, welches Unternehmen durch die betreffende Maßnahme begünstigt würde.","beneficiary, state, grant, case, loan",1.0000000000000004,0.9999892832647462,0.9518918991088867,state
"Where a branch proposes to transfer all or part of its portfolio of contracts, concluded under either the right of establishment or the freedom to provide services, the Member State of the branch shall be consulted.","Wenn eine Zweigniederlassung beabsichtigt, den Bestand ihrer im Rahmen der Niederlassungsfreiheit oder der Dienstleistungsfreiheit abgeschlossenen Verträge ganz oder teilweise zu übertragen, muss der Mitgliedstaat der Zweigniederlassung konsultiert werden.","Wenn eine Zweigniederlassung beabsichtigt, den Bestand ihrer im Rahmen der Niederlassungsfreiheit oder der Dienstleistungsfreiheit abgeschlossenen Verträge ganz oder teilweise zu übertragen, muss der Mitgliedstaat der Zweigniederlassung konsultiert werden.","transfer, member, right, state",1.0000000000000004,0.9999832164076399,0.9429062008857727,transfer
"If a vessel refuses to stop or otherwise facilitate transfer of an inspector, or if the master or crew of a vessel interferes with the authorised activities of an inspector, the inspector involved shall prepare a detailed report, including a full description of all the circumstances, and provide the report to the designating State to be transmitted in accordance with the relevant provisions of Article 25.","Weigert sich ein Schiff zu halten oder einem Inspektor auf andere Weise das Übersetzen zu erleichtern, oder beeinträchtigt der Kapitän oder die Mannschaft die genehmigten Tätigkeiten eines Inspektors, so erstellt der betroffene Inspektor einen detaillierten Bericht mit einer vollständigen Beschreibung aller Umstände und übermittelt diesen Bericht dem bestellenden Staat zur Weiterleitung gemäß den einschlägigen Bestimmungen von Artikel 25.","Weigert sich ein Schiff zu halten oder einem Inspektor auf andere Weise das Übersetzen auf das Schiff zu erleichtern, oder beeinträchtigt der Kapitän oder die Mannschaft die genehmigte Tätigkeit eines Inspektors, so erstellt der Inspektor einen detaillierten Bericht mit der ausführlichen Beschreibung aller Umstände und übermittelt ihn dem bestellenden Staat gemäß den einschlägigen Bestimmungen von Artikel 25.","transfer, state, master, article, relevant",0.6849360333363107,0.8472811586212328,0.8676366209983826,transfer
"4.Paragraph 1 shall not apply in cases where the farmer proves, to the satisfaction of the Member State, that the price of sale or lease corresponds to the value of the holding or, in case of partial transfer of part of the holding without payment entitlements.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs oder, im Falle einer teilweisen Übertragung des betreffenden Betriebsteils ohne Zahlungsansprüche, entspricht.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs oder, im Falle einer teilweisen Übertragung, des betreffenden Betriebsteils ohne Zahlungsansprüche entspricht.","transfer, satisfaction, state, member, holding, sale, value, lease, case",0.9124061870938622,0.9995975197152452,0.9213913679122925,transfer
"user networking, maintenance and improvements of the current information transfer and early warning systems;","Nutzervernetzung, Wartung und Verbesserungen der bestehenden Informationsübertragungs- und Frühwarnsysteme;","Nutzervernetzung, Wartung und Verbesserungen der bestehenden Informationsübertragungs- und Frühwarnsysteme;","transfer, information",1.0000000000000004,0.9996243425995492,0.9684768915176392,transfer
"the second subparagraph is replaced by the following:""In such case the institution in which the official serves shall, taking into account the official's basic salary, age and exchange rate at the date of application for a transfer, determine by means of general implementing provisions the number of years of pensionable service with which he shall be credited under the Community pension scheme in respect of the former period of service, on the basis of the capital transferred, after deducting an amount representing capital appreciation between the date of the application for a transfer and the actual date of the transfer."";","Unterabsatz 2 erhält folgende Fassung:""In diesem Fall legt das Organ, bei dem der Beamte im Dienst steht, unter Berücksichtigung des Grundgehalts, des Alters und des Wechselkurses zum Zeitpunkt des Antrags auf Übertragung mittels allgemeiner Durchführungsbestimmungen die Anzahl der ruhegehaltsfähigen Dienstjahre fest, die es ihm gemäß der Versorgungsordnung der Gemeinschaften für die frühere Dienstzeit unter Zugrundelegung des übertragenen Kapitals und abzüglich des Wertzuwachses zwischen dem Zeitpunkt des Antrags auf Übertragung und der tatsächlichen Übertragung anrechnet.""","Unterabsatz 2 erhält folgende Fassung:""In diesem Fall legt das Organ, bei dem der Beamte im Dienst steht, unter Berücksichtigung des Grundgehalts, des Alters und des Wechselkurses zum Zeitpunkt des Antrags auf Übertragung mittels allgemeiner Durchführungsbestimmungen die Anzahl der ruhegehaltsfähigen Dienstjahre fest, die es ihm gemäß der Versorgungsordnung der Gemeinschaften für die frühere Dienstzeit unter Zugrundelegung des übertragenen Kapitals und abzüglich des Wertzuwachses zwischen dem Zeitpunkt des Antrags auf Übertragung und der tatsächlichen Übertragung anrechnet.""","transfer, appreciation, taking, exchange, service, capital, official, pension, case, account",1.0000000000000004,0.9999991255484997,0.9051647782325745,transfer
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,article
Article 22b,Artikel 22b,Artikel 22b,article,0.0,0.9375,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten für die in Artikel 1 genannten Produkte.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.7306019860765525,0.8909086941340781,0.9332374334335327,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,Artikel 116 erhält folgende Fassung:,article,1.0000000000000004,0.9976851851851852,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",1.0000000000000004,0.9999271030762502,0.9677249193191528,article
"In order to stabilise the markets and ensure a fair standard of living for the agricultural community in the cereals sector, it is necessary to provide for internal market measures comprising, in particular, an intervention system and a common import and export system.","Um die Märkte zu stabilisieren und der landwirtschaftlichen Bevölkerung im Getreidesektor einen angemessenen Lebensstandard zu sichern, ist es notwendig, Binnenmarktmaßnahmen vorzusehen, die insbesondere ein Interventionssystem sowie ein gemeinsames Ein- und Ausfuhrsystem umfassen.","Um die Märkte zu stabilisieren und der landwirtschaftlichen Bevölkerung im Getreidesektor eine angemessene Lebenshaltung zu sichern, sollten Binnenmarktmaßnahmen getroffen werden, die insbesondere eine Interventionsregelung und eine gemeinsame Ein- und Ausfuhrregelung umfassen.","order, intervention",0.3847383546691162,0.7139415204678363,0.9143785834312439,intervention
"whereas, in the pigmeat sector, in order to stabilize markets and to ensure a fair standard of living for the agricultural community concerned, provision should be made for measures to facilitate the adjustment of supply to market requirements and for intervention measures;","In Anbetracht dessen, dass im Schweinefleischsektor zur Stabilisierung der Märkte und zur Gewährleistung eines fairen Lebensstandards für die betroffene landwirtschaftliche Gemeinschaft Maßnahmen vorgesehen werden sollten, um die Anpassung des Angebots an die Markterfordernisse zu erleichtern und Interventionsmaßnahmen zu treffen;","Um die Märkte zu stabilisieren und der landwirtschaftlichen Bevölkerung eine angemessene Lebenshaltung zu gewährleisten, ist es auf dem Schweinefleischsektor erforderlich, daß insbesondere Maßnahmen, die die Anpassung des Angebots an die Markterfordernisse erleichtern sollen, sowie daß Interventionsmaßnahmen getroffen werden können.","adjustment, order, intervention",0.16484762116927532,0.40567568587493863,0.8324735760688782,intervention
Monthly increases in the intervention price referred to in Article 4(3),Monatliche Zuschläge zum Interventionspreis gemäß Artikel 4 Absatz 3,Monatliche Zuschläge zum Interventionspreis gemäß Artikel 4 Absatz 3,"article, intervention",1.0000000000000004,0.9993141289437586,0.9739768505096436,intervention
"This trading system complementing the intervention system and including import duties and export refunds should, in principle, stabilise the Community market.","Eine das Interventionssystem ergänzende Handelsregelung, die Einfuhrabgaben und Ausfuhrerstattungen vorsieht, dürfte den Gemeinschaftsmarkt grundsätzlich stabilisieren.","Eine das Interventionssystem ergänzende Handelsregelung, die Einfuhrabgaben und Ausfuhrerstattungen vorsieht, dürfte den Gemeinschaftsmarkt grundsätzlich stabilisieren.",intervention,1.0000000000000004,0.9999142661179699,0.9625327587127686,intervention
